state_name,district_name,disability_type,age_group (Years),Male_count,female_count,total
Madhya Pradesh,Khargone,Multiple Sclerosis,60-80 Years,1,0,1
Bihar,Khagaria,Multiple Sclerosis,15-35 Years,4,0,4
Bihar,Khagaria,Multiple Sclerosis,35-60 Years,2,1,3
Bihar,Khagaria,Multiple Sclerosis,60-80 Years,1,0,1
Odisha,Kendrapara,Multiple Sclerosis,6-15 Years,0,1,1
Odisha,Kendrapara,Multiple Sclerosis,35-60 Years,1,0,1
Uttar Pradesh,Kaushambi,Multiple Sclerosis,15-35 Years,23,2,25
Uttar Pradesh,Kaushambi,Multiple Sclerosis,35-60 Years,25,6,31
Uttar Pradesh,Kaushambi,Multiple Sclerosis,60-80 Years,8,0,8
Madhya Pradesh,Katni,Multiple Sclerosis,6-15 Years,2,0,2
Madhya Pradesh,Katni,Multiple Sclerosis,15-35 Years,5,0,5
Madhya Pradesh,Katni,Multiple Sclerosis,35-60 Years,2,2,4
Madhya Pradesh,Katni,Multiple Sclerosis,60-80 Years,1,0,1
Bihar,Katihar,Multiple Sclerosis,6-15 Years,0,3,3
Bihar,Katihar,Multiple Sclerosis,15-35 Years,2,1,3
Bihar,Katihar,Multiple Sclerosis,35-60 Years,2,2,4
Jammu And Kashmir,Kathua,Multiple Sclerosis,15-35 Years,2,1,3
Jammu And Kashmir,Kathua,Multiple Sclerosis,35-60 Years,5,6,11
Jammu And Kashmir,Kathua,Multiple Sclerosis,60-80 Years,1,0,1
Uttar Pradesh,Kasganj,Multiple Sclerosis,15-35 Years,27,6,33
Uttar Pradesh,Kasganj,Multiple Sclerosis,35-60 Years,18,6,24
Uttar Pradesh,Kasganj,Multiple Sclerosis,60-80 Years,3,2,5
Kerala,Kasaragod,Multiple Sclerosis,35-60 Years,1,0,1
Tamil Nadu,Karur,Multiple Sclerosis,15-35 Years,0,1,1
Tamil Nadu,Karur,Multiple Sclerosis,35-60 Years,1,0,1
Haryana,Karnal,Multiple Sclerosis,6-15 Years,0,2,2
Haryana,Karnal,Multiple Sclerosis,15-35 Years,0,1,1
Haryana,Karnal,Multiple Sclerosis,35-60 Years,1,2,3
Assam,Karimganj,Multiple Sclerosis,15-35 Years,1,0,1
Assam,Karimganj,Multiple Sclerosis,35-60 Years,2,0,2
Assam,Karbi Anglong,Multiple Sclerosis,6-15 Years,0,1,1
Puducherry,Karaikal,Multiple Sclerosis,15-35 Years,1,0,1
Puducherry,Karaikal,Multiple Sclerosis,35-60 Years,0,1,1
Punjab,Kapurthala,Multiple Sclerosis,35-60 Years,3,0,3
Uttar Pradesh,Kanpur Nagar,Multiple Sclerosis,6-15 Years,1,0,1
Uttar Pradesh,Kanpur Nagar,Multiple Sclerosis,15-35 Years,3,0,3
Uttar Pradesh,Kanpur Nagar,Multiple Sclerosis,35-60 Years,13,3,16
Uttar Pradesh,Kanpur Nagar,Multiple Sclerosis,60-80 Years,3,1,4
Uttar Pradesh,Kanpur Dehat,Multiple Sclerosis,15-35 Years,8,3,11
Uttar Pradesh,Kanpur Dehat,Multiple Sclerosis,35-60 Years,7,2,9
Uttar Pradesh,Kanpur Dehat,Multiple Sclerosis,60-80 Years,2,0,2
Kerala,Kannur,Multiple Sclerosis,35-60 Years,3,0,3
Kerala,Kannur,Multiple Sclerosis,60-80 Years,1,0,1
Tamil Nadu,Kanniyakumari,Multiple Sclerosis,6-15 Years,0,1,1
Tamil Nadu,Kanniyakumari,Multiple Sclerosis,15-35 Years,1,1,2
Tamil Nadu,Kanniyakumari,Multiple Sclerosis,35-60 Years,1,0,1
Uttar Pradesh,Kannauj,Multiple Sclerosis,15-35 Years,0,1,1
Uttar Pradesh,Kannauj,Multiple Sclerosis,35-60 Years,1,0,1
Chhattisgarh,Kanker,Multiple Sclerosis,0-6 Years,1,0,1
Chhattisgarh,Kanker,Multiple Sclerosis,6-15 Years,1,1,2
Chhattisgarh,Kanker,Multiple Sclerosis,15-35 Years,7,5,12
Chhattisgarh,Kanker,Multiple Sclerosis,35-60 Years,4,1,5
Chhattisgarh,Kanker,Multiple Sclerosis,60-80 Years,3,0,3
Himachal Pradesh,Kangra,Multiple Sclerosis,6-15 Years,1,1,2
Himachal Pradesh,Kangra,Multiple Sclerosis,15-35 Years,4,2,6
Himachal Pradesh,Kangra,Multiple Sclerosis,35-60 Years,5,0,5
Himachal Pradesh,Kangra,Multiple Sclerosis,80 Year and above,0,1,1
Manipur,Kangpokpi,Multiple Sclerosis,15-35 Years,0,1,1
Odisha,Kandhamal,Multiple Sclerosis,15-35 Years,1,0,1
Odisha,Kandhamal,Multiple Sclerosis,35-60 Years,1,3,4
Odisha,Kandhamal,Multiple Sclerosis,60-80 Years,1,0,1
Tamil Nadu,Kanchipuram,Multiple Sclerosis,6-15 Years,0,1,1
Tamil Nadu,Kanchipuram,Multiple Sclerosis,15-35 Years,5,2,7
Tamil Nadu,Kanchipuram,Multiple Sclerosis,35-60 Years,3,3,6
Tamil Nadu,Kanchipuram,Multiple Sclerosis,60-80 Years,1,0,1
Assam,Kamrup Metro,Multiple Sclerosis,15-35 Years,0,1,1
Assam,Kamrup,Multiple Sclerosis,35-60 Years,1,0,1
Tamil Nadu,Kallakurichi,Multiple Sclerosis,6-15 Years,0,1,1
Tamil Nadu,Kallakurichi,Multiple Sclerosis,15-35 Years,0,1,1
Tamil Nadu,Kallakurichi,Multiple Sclerosis,35-60 Years,0,1,1
Tamil Nadu,Kallakurichi,Multiple Sclerosis,60-80 Years,0,1,1
Odisha,Kalahandi,Multiple Sclerosis,15-35 Years,1,0,1
Odisha,Kalahandi,Multiple Sclerosis,35-60 Years,0,1,1
Karnataka,Kalaburagi,Multiple Sclerosis,6-15 Years,2,0,2
Karnataka,Kalaburagi,Multiple Sclerosis,15-35 Years,4,2,6
Karnataka,Kalaburagi,Multiple Sclerosis,35-60 Years,4,1,5
Haryana,Kaithal,Multiple Sclerosis,6-15 Years,1,0,1
Haryana,Kaithal,Multiple Sclerosis,15-35 Years,1,0,1
Haryana,Kaithal,Multiple Sclerosis,35-60 Years,2,0,2
Haryana,Kaithal,Multiple Sclerosis,60-80 Years,1,0,1
Bihar,Kaimur (Bhabua),Multiple Sclerosis,6-15 Years,5,3,8
Bihar,Kaimur (Bhabua),Multiple Sclerosis,15-35 Years,21,10,31
Bihar,Kaimur (Bhabua),Multiple Sclerosis,35-60 Years,25,14,39
Bihar,Kaimur (Bhabua),Multiple Sclerosis,60-80 Years,14,6,20
Bihar,Kaimur (Bhabua),Multiple Sclerosis,80 Year and above,1,0,1
Chhattisgarh,Kabirdham,Multiple Sclerosis,6-15 Years,1,1,2
Chhattisgarh,Kabirdham,Multiple Sclerosis,15-35 Years,0,2,2
Gujarat,Junagadh,Multiple Sclerosis,6-15 Years,0,1,1
Gujarat,Junagadh,Multiple Sclerosis,15-35 Years,1,0,1
Gujarat,Junagadh,Multiple Sclerosis,35-60 Years,1,3,4
Rajasthan,Jodhpur,Multiple Sclerosis,15-35 Years,0,1,1
Rajasthan,Jodhpur,Multiple Sclerosis,35-60 Years,3,0,3
Rajasthan,Jhunjhunu,Multiple Sclerosis,6-15 Years,1,0,1
Rajasthan,Jhunjhunu,Multiple Sclerosis,15-35 Years,2,2,4
Rajasthan,Jhunjhunu,Multiple Sclerosis,35-60 Years,2,1,3
Rajasthan,Jhunjhunu,Multiple Sclerosis,60-80 Years,1,0,1
Odisha,Jharsuguda,Multiple Sclerosis,6-15 Years,2,1,3
Odisha,Jharsuguda,Multiple Sclerosis,15-35 Years,2,1,3
Odisha,Jharsuguda,Multiple Sclerosis,35-60 Years,4,0,4
Odisha,Jharsuguda,Multiple Sclerosis,60-80 Years,2,0,2
Odisha,Jharsuguda,Multiple Sclerosis,80 Year and above,1,0,1
Uttar Pradesh,Jhansi,Multiple Sclerosis,6-15 Years,0,1,1
Uttar Pradesh,Jhansi,Multiple Sclerosis,15-35 Years,2,3,5
Uttar Pradesh,Jhansi,Multiple Sclerosis,35-60 Years,8,3,11
Rajasthan,Jhalawar,Multiple Sclerosis,0-6 Years,0,1,1
Rajasthan,Jhalawar,Multiple Sclerosis,15-35 Years,1,0,1
Rajasthan,Jhalawar,Multiple Sclerosis,35-60 Years,2,0,2
Rajasthan,Jhalawar,Multiple Sclerosis,60-80 Years,0,1,1
Haryana,Jhajjar,Multiple Sclerosis,35-60 Years,3,0,3
Madhya Pradesh,Jhabua,Multiple Sclerosis,6-15 Years,1,0,1
Madhya Pradesh,Jhabua,Multiple Sclerosis,15-35 Years,3,0,3
Madhya Pradesh,Jhabua,Multiple Sclerosis,35-60 Years,12,11,23
Madhya Pradesh,Jhabua,Multiple Sclerosis,60-80 Years,3,2,5
Madhya Pradesh,Jhabua,Multiple Sclerosis,80 Year and above,1,0,1
Bihar,Jehanabad,Multiple Sclerosis,15-35 Years,2,1,3
Bihar,Jehanabad,Multiple Sclerosis,35-60 Years,1,0,1
Uttar Pradesh,Jaunpur,Multiple Sclerosis,0-6 Years,0,1,1
Uttar Pradesh,Jaunpur,Multiple Sclerosis,6-15 Years,2,0,2
Uttar Pradesh,Jaunpur,Multiple Sclerosis,15-35 Years,14,2,16
Uttar Pradesh,Jaunpur,Multiple Sclerosis,35-60 Years,16,5,21
Uttar Pradesh,Jaunpur,Multiple Sclerosis,60-80 Years,2,0,2
Chhattisgarh,Jashpur,Multiple Sclerosis,35-60 Years,1,0,1
Chhattisgarh,Janjgir-Champa,Multiple Sclerosis,6-15 Years,0,1,1
Chhattisgarh,Janjgir-Champa,Multiple Sclerosis,15-35 Years,1,1,2
Chhattisgarh,Janjgir-Champa,Multiple Sclerosis,35-60 Years,0,1,1
Bihar,Jamui,Multiple Sclerosis,6-15 Years,3,0,3
Bihar,Jamui,Multiple Sclerosis,15-35 Years,3,1,4
Bihar,Jamui,Multiple Sclerosis,35-60 Years,2,1,3
Jharkhand,Jamtara,Multiple Sclerosis,15-35 Years,2,0,2
Jharkhand,Jamtara,Multiple Sclerosis,35-60 Years,2,0,2
Gujarat,Jamnagar,Multiple Sclerosis,15-35 Years,1,0,1
Gujarat,Jamnagar,Multiple Sclerosis,35-60 Years,0,1,1
Jammu And Kashmir,Jammu,Multiple Sclerosis,6-15 Years,0,1,1
Jammu And Kashmir,Jammu,Multiple Sclerosis,15-35 Years,3,3,6
Jammu And Kashmir,Jammu,Multiple Sclerosis,35-60 Years,7,3,10
Jammu And Kashmir,Jammu,Multiple Sclerosis,60-80 Years,1,0,1
Rajasthan,Jalore,Multiple Sclerosis,6-15 Years,2,3,5
Rajasthan,Jalore,Multiple Sclerosis,15-35 Years,4,2,6
Rajasthan,Jalore,Multiple Sclerosis,35-60 Years,10,4,14
Rajasthan,Jalore,Multiple Sclerosis,60-80 Years,1,1,2
Maharashtra,Jalna,Multiple Sclerosis,35-60 Years,4,2,6
Maharashtra,Jalgaon,Multiple Sclerosis,6-15 Years,0,1,1
Maharashtra,Jalgaon,Multiple Sclerosis,15-35 Years,0,1,1
Maharashtra,Jalgaon,Multiple Sclerosis,35-60 Years,3,0,3
Maharashtra,Jalgaon,Multiple Sclerosis,60-80 Years,2,1,3
Uttar Pradesh,Jalaun,Multiple Sclerosis,15-35 Years,4,3,7
Uttar Pradesh,Jalaun,Multiple Sclerosis,35-60 Years,9,4,13
Uttar Pradesh,Jalaun,Multiple Sclerosis,60-80 Years,3,2,5
Punjab,Jalandhar,Multiple Sclerosis,15-35 Years,0,7,7
Punjab,Jalandhar,Multiple Sclerosis,35-60 Years,5,6,11
Punjab,Jalandhar,Multiple Sclerosis,60-80 Years,3,1,4
Odisha,Jajapur,Multiple Sclerosis,6-15 Years,1,0,1
Odisha,Jajapur,Multiple Sclerosis,35-60 Years,3,0,3
Rajasthan,Jaisalmer,Multiple Sclerosis,35-60 Years,2,0,2
Rajasthan,Jaipur,Multiple Sclerosis,6-15 Years,2,2,4
Rajasthan,Jaipur,Multiple Sclerosis,15-35 Years,11,5,16
Rajasthan,Jaipur,Multiple Sclerosis,35-60 Years,11,2,13
Rajasthan,Jaipur,Multiple Sclerosis,60-80 Years,4,0,4
Rajasthan,Jaipur,Multiple Sclerosis,80 Year and above,1,0,1
Odisha,Jagatsinghapur,Multiple Sclerosis,6-15 Years,1,0,1
Odisha,Jagatsinghapur,Multiple Sclerosis,15-35 Years,0,1,1
Odisha,Jagatsinghapur,Multiple Sclerosis,35-60 Years,2,0,2
Odisha,Jagatsinghapur,Multiple Sclerosis,60-80 Years,0,1,1
Madhya Pradesh,Jabalpur,Multiple Sclerosis,15-35 Years,3,1,4
Madhya Pradesh,Jabalpur,Multiple Sclerosis,35-60 Years,6,2,8
Madhya Pradesh,Jabalpur,Multiple Sclerosis,60-80 Years,1,0,1
Madhya Pradesh,Indore,Multiple Sclerosis,15-35 Years,8,3,11
Madhya Pradesh,Indore,Multiple Sclerosis,35-60 Years,7,1,8
Madhya Pradesh,Indore,Multiple Sclerosis,60-80 Years,1,0,1
Manipur,Imphal West,Multiple Sclerosis,35-60 Years,1,0,1
Kerala,Idukki,Multiple Sclerosis,6-15 Years,0,1,1
Kerala,Idukki,Multiple Sclerosis,35-60 Years,2,2,4
Kerala,Idukki,Multiple Sclerosis,60-80 Years,1,1,2
Punjab,Hoshiarpur,Multiple Sclerosis,0-6 Years,1,1,2
Punjab,Hoshiarpur,Multiple Sclerosis,15-35 Years,14,10,24
Punjab,Hoshiarpur,Multiple Sclerosis,35-60 Years,42,17,59
Punjab,Hoshiarpur,Multiple Sclerosis,60-80 Years,13,1,14
Assam,Hojai,Multiple Sclerosis,15-35 Years,1,0,1
Haryana,Hisar,Multiple Sclerosis,15-35 Years,3,3,6
Haryana,Hisar,Multiple Sclerosis,35-60 Years,3,0,3
Haryana,Hisar,Multiple Sclerosis,60-80 Years,1,0,1
Maharashtra,Hingoli,Multiple Sclerosis,15-35 Years,2,2,4
Maharashtra,Hingoli,Multiple Sclerosis,35-60 Years,4,0,4
Jharkhand,Hazaribagh,Multiple Sclerosis,15-35 Years,4,3,7
Jharkhand,Hazaribagh,Multiple Sclerosis,35-60 Years,5,0,5
Jharkhand,Hazaribagh,Multiple Sclerosis,60-80 Years,2,0,2
Karnataka,Haveri,Multiple Sclerosis,6-15 Years,3,1,4
Karnataka,Haveri,Multiple Sclerosis,15-35 Years,5,2,7
Karnataka,Haveri,Multiple Sclerosis,35-60 Years,10,10,20
Karnataka,Haveri,Multiple Sclerosis,60-80 Years,6,1,7
Karnataka,Haveri,Multiple Sclerosis,80 Year and above,1,0,1
Uttar Pradesh,Hathras,Multiple Sclerosis,15-35 Years,8,0,8
Uttar Pradesh,Hathras,Multiple Sclerosis,35-60 Years,4,1,5
Uttar Pradesh,Hathras,Multiple Sclerosis,60-80 Years,5,1,6
Karnataka,Hassan,Multiple Sclerosis,6-15 Years,2,0,2
Karnataka,Hassan,Multiple Sclerosis,15-35 Years,9,5,14
Karnataka,Hassan,Multiple Sclerosis,35-60 Years,3,4,7
Karnataka,Hassan,Multiple Sclerosis,60-80 Years,3,1,4
Uttarakhand,Haridwar,Multiple Sclerosis,6-15 Years,1,0,1
Uttarakhand,Haridwar,Multiple Sclerosis,15-35 Years,2,1,3
Uttarakhand,Haridwar,Multiple Sclerosis,35-60 Years,5,0,5
Uttar Pradesh,Hardoi,Multiple Sclerosis,6-15 Years,1,0,1
Uttar Pradesh,Hardoi,Multiple Sclerosis,15-35 Years,21,2,23
Uttar Pradesh,Hardoi,Multiple Sclerosis,35-60 Years,37,6,43
Uttar Pradesh,Hardoi,Multiple Sclerosis,60-80 Years,18,0,18
Uttar Pradesh,Hardoi,Multiple Sclerosis,80 Year and above,1,0,1
Madhya Pradesh,Harda,Multiple Sclerosis,35-60 Years,2,0,2
Uttar Pradesh,Hapur,Multiple Sclerosis,15-35 Years,1,0,1
Uttar Pradesh,Hapur,Multiple Sclerosis,35-60 Years,2,0,2
Rajasthan,Hanumangarh,Multiple Sclerosis,15-35 Years,3,2,5
Rajasthan,Hanumangarh,Multiple Sclerosis,35-60 Years,0,3,3
Himachal Pradesh,Hamirpur,Multiple Sclerosis,35-60 Years,2,1,3
Uttar Pradesh,Hamirpur,Multiple Sclerosis,0-6 Years,0,1,1
Uttar Pradesh,Hamirpur,Multiple Sclerosis,6-15 Years,18,9,27
Uttar Pradesh,Hamirpur,Multiple Sclerosis,15-35 Years,7,5,12
Uttar Pradesh,Hamirpur,Multiple Sclerosis,35-60 Years,14,3,17
Uttar Pradesh,Hamirpur,Multiple Sclerosis,60-80 Years,4,1,5
Madhya Pradesh,Gwalior,Multiple Sclerosis,6-15 Years,0,1,1
Madhya Pradesh,Gwalior,Multiple Sclerosis,15-35 Years,1,0,1
Madhya Pradesh,Gwalior,Multiple Sclerosis,35-60 Years,2,0,2
Haryana,Gurugram,Multiple Sclerosis,15-35 Years,0,3,3
Haryana,Gurugram,Multiple Sclerosis,35-60 Years,1,1,2
Punjab,Gurdaspur,Multiple Sclerosis,6-15 Years,1,0,1
Punjab,Gurdaspur,Multiple Sclerosis,15-35 Years,4,1,5
Punjab,Gurdaspur,Multiple Sclerosis,35-60 Years,1,1,2
Punjab,Gurdaspur,Multiple Sclerosis,60-80 Years,1,1,2
Andhra Pradesh,Guntur,Multiple Sclerosis,6-15 Years,1,0,1
Andhra Pradesh,Guntur,Multiple Sclerosis,35-60 Years,0,1,1
Madhya Pradesh,Guna,Multiple Sclerosis,15-35 Years,3,1,4
Jharkhand,Gumla,Multiple Sclerosis,6-15 Years,2,6,8
Jharkhand,Gumla,Multiple Sclerosis,15-35 Years,25,10,35
Jharkhand,Gumla,Multiple Sclerosis,35-60 Years,28,13,41
Jharkhand,Gumla,Multiple Sclerosis,60-80 Years,17,6,23
Uttar Pradesh,Gorakhpur,Multiple Sclerosis,6-15 Years,2,2,4
Uttar Pradesh,Gorakhpur,Multiple Sclerosis,15-35 Years,16,4,20
Uttar Pradesh,Gorakhpur,Multiple Sclerosis,35-60 Years,21,6,27
Uttar Pradesh,Gorakhpur,Multiple Sclerosis,60-80 Years,4,1,5
Uttar Pradesh,Gorakhpur,Multiple Sclerosis,80 Year and above,1,0,1
Bihar,Gopalganj,Multiple Sclerosis,15-35 Years,1,0,1
Bihar,Gopalganj,Multiple Sclerosis,35-60 Years,3,0,3
Bihar,Gopalganj,Multiple Sclerosis,60-80 Years,1,0,1
Maharashtra,Gondia,Multiple Sclerosis,15-35 Years,1,0,1
Maharashtra,Gondia,Multiple Sclerosis,35-60 Years,1,0,1
Uttar Pradesh,Gonda,Multiple Sclerosis,6-15 Years,4,1,5
Uttar Pradesh,Gonda,Multiple Sclerosis,15-35 Years,17,5,22
Uttar Pradesh,Gonda,Multiple Sclerosis,35-60 Years,20,8,28
Uttar Pradesh,Gonda,Multiple Sclerosis,60-80 Years,6,1,7
Assam,Golaghat,Multiple Sclerosis,6-15 Years,1,0,1
Assam,Golaghat,Multiple Sclerosis,15-35 Years,0,1,1
Assam,Golaghat,Multiple Sclerosis,35-60 Years,1,0,1
Jharkhand,Godda,Multiple Sclerosis,6-15 Years,6,2,8
Jharkhand,Godda,Multiple Sclerosis,15-35 Years,28,7,35
Jharkhand,Godda,Multiple Sclerosis,35-60 Years,19,7,26
Jharkhand,Godda,Multiple Sclerosis,60-80 Years,8,1,9
Jharkhand,Godda,Multiple Sclerosis,80 Year and above,0,1,1
Assam,Goalpara,Multiple Sclerosis,6-15 Years,3,0,3
Assam,Goalpara,Multiple Sclerosis,15-35 Years,5,2,7
Assam,Goalpara,Multiple Sclerosis,35-60 Years,4,1,5
Assam,Goalpara,Multiple Sclerosis,60-80 Years,0,1,1
Jharkhand,Giridih,Multiple Sclerosis,6-15 Years,1,0,1
Jharkhand,Giridih,Multiple Sclerosis,15-35 Years,4,4,8
Jharkhand,Giridih,Multiple Sclerosis,35-60 Years,1,1,2
Uttar Pradesh,Ghazipur,Multiple Sclerosis,15-35 Years,12,0,12
Uttar Pradesh,Ghazipur,Multiple Sclerosis,35-60 Years,6,4,10
Uttar Pradesh,Ghazipur,Multiple Sclerosis,60-80 Years,1,1,2
Uttar Pradesh,Ghaziabad,Multiple Sclerosis,6-15 Years,1,0,1
Uttar Pradesh,Ghaziabad,Multiple Sclerosis,15-35 Years,3,2,5
Uttar Pradesh,Ghaziabad,Multiple Sclerosis,35-60 Years,5,0,5
Bihar,Gaya,Multiple Sclerosis,15-35 Years,0,1,1
Bihar,Gaya,Multiple Sclerosis,60-80 Years,1,0,1
Uttar Pradesh,Gautam Buddha Nagar,Multiple Sclerosis,6-15 Years,0,1,1
Uttar Pradesh,Gautam Buddha Nagar,Multiple Sclerosis,15-35 Years,4,0,4
Uttar Pradesh,Gautam Buddha Nagar,Multiple Sclerosis,35-60 Years,4,4,8
Chhattisgarh,Gariyaband,Multiple Sclerosis,6-15 Years,5,6,11
Chhattisgarh,Gariyaband,Multiple Sclerosis,15-35 Years,38,24,62
Chhattisgarh,Gariyaband,Multiple Sclerosis,35-60 Years,52,22,74
Chhattisgarh,Gariyaband,Multiple Sclerosis,60-80 Years,10,4,14
Jharkhand,Garhwa,Multiple Sclerosis,6-15 Years,0,1,1
Jharkhand,Garhwa,Multiple Sclerosis,15-35 Years,2,0,2
Jharkhand,Garhwa,Multiple Sclerosis,35-60 Years,4,1,5
Odisha,Ganjam,Multiple Sclerosis,15-35 Years,1,0,1
Sikkim,Gangtok,Multiple Sclerosis,15-35 Years,0,1,1
Sikkim,Gangtok,Multiple Sclerosis,35-60 Years,1,0,1
Rajasthan,Ganganagar,Multiple Sclerosis,0-6 Years,0,1,1
Rajasthan,Ganganagar,Multiple Sclerosis,6-15 Years,1,0,1
Rajasthan,Ganganagar,Multiple Sclerosis,15-35 Years,5,2,7
Rajasthan,Ganganagar,Multiple Sclerosis,35-60 Years,2,4,6
Gujarat,Gandhinagar,Multiple Sclerosis,35-60 Years,1,0,1
Jammu And Kashmir,Ganderbal,Multiple Sclerosis,6-15 Years,3,0,3
Jammu And Kashmir,Ganderbal,Multiple Sclerosis,15-35 Years,4,2,6
Odisha,Gajapati,Multiple Sclerosis,35-60 Years,0,1,1
Maharashtra,Gadchiroli,Multiple Sclerosis,6-15 Years,1,0,1
Maharashtra,Gadchiroli,Multiple Sclerosis,15-35 Years,4,1,5
Maharashtra,Gadchiroli,Multiple Sclerosis,35-60 Years,5,1,6
Maharashtra,Gadchiroli,Multiple Sclerosis,60-80 Years,1,0,1
Karnataka,Gadag,Multiple Sclerosis,0-6 Years,1,0,1
Karnataka,Gadag,Multiple Sclerosis,6-15 Years,3,0,3
Karnataka,Gadag,Multiple Sclerosis,15-35 Years,1,2,3
Karnataka,Gadag,Multiple Sclerosis,35-60 Years,1,2,3
Karnataka,Gadag,Multiple Sclerosis,80 Year and above,1,0,1
Uttar Pradesh,Firozabad,Multiple Sclerosis,6-15 Years,2,2,4
Uttar Pradesh,Firozabad,Multiple Sclerosis,15-35 Years,7,0,7
Uttar Pradesh,Firozabad,Multiple Sclerosis,35-60 Years,4,3,7
Uttar Pradesh,Firozabad,Multiple Sclerosis,60-80 Years,1,0,1
Punjab,Ferozepur,Multiple Sclerosis,6-15 Years,1,0,1
Punjab,Ferozepur,Multiple Sclerosis,15-35 Years,1,1,2
Punjab,Ferozepur,Multiple Sclerosis,35-60 Years,1,2,3
Punjab,Fazilka,Multiple Sclerosis,0-6 Years,0,1,1
Punjab,Fazilka,Multiple Sclerosis,6-15 Years,1,0,1
Punjab,Fazilka,Multiple Sclerosis,15-35 Years,1,0,1
Punjab,Fazilka,Multiple Sclerosis,35-60 Years,5,1,6
Punjab,Fazilka,Multiple Sclerosis,60-80 Years,1,1,2
Uttar Pradesh,Fatehpur,Multiple Sclerosis,15-35 Years,13,2,15
Uttar Pradesh,Fatehpur,Multiple Sclerosis,35-60 Years,18,2,20
Uttar Pradesh,Fatehpur,Multiple Sclerosis,60-80 Years,6,1,7
Uttar Pradesh,Fatehpur,Multiple Sclerosis,80 Year and above,4,0,4
Punjab,Fatehgarh Sahib,Multiple Sclerosis,6-15 Years,0,1,1
Punjab,Fatehgarh Sahib,Multiple Sclerosis,15-35 Years,1,0,1
Punjab,Fatehgarh Sahib,Multiple Sclerosis,35-60 Years,9,4,13
Punjab,Fatehgarh Sahib,Multiple Sclerosis,60-80 Years,2,0,2
Haryana,Fatehabad,Multiple Sclerosis,6-15 Years,1,0,1
Haryana,Fatehabad,Multiple Sclerosis,15-35 Years,3,2,5
Haryana,Fatehabad,Multiple Sclerosis,35-60 Years,7,1,8
Uttar Pradesh,Farrukhabad,Multiple Sclerosis,6-15 Years,1,1,2
Uttar Pradesh,Farrukhabad,Multiple Sclerosis,15-35 Years,18,5,23
Uttar Pradesh,Farrukhabad,Multiple Sclerosis,35-60 Years,39,4,43
Uttar Pradesh,Farrukhabad,Multiple Sclerosis,60-80 Years,7,2,9
Punjab,Faridkot,Multiple Sclerosis,15-35 Years,1,0,1
Punjab,Faridkot,Multiple Sclerosis,35-60 Years,0,1,1
Haryana,Faridabad,Multiple Sclerosis,15-35 Years,0,1,1
Uttar Pradesh,Etawah,Multiple Sclerosis,6-15 Years,2,0,2
Uttar Pradesh,Etawah,Multiple Sclerosis,15-35 Years,21,3,24
Uttar Pradesh,Etawah,Multiple Sclerosis,35-60 Years,34,9,43
Uttar Pradesh,Etawah,Multiple Sclerosis,60-80 Years,8,1,9
Uttar Pradesh,Etah,Multiple Sclerosis,15-35 Years,18,6,24
Uttar Pradesh,Etah,Multiple Sclerosis,35-60 Years,22,7,29
Uttar Pradesh,Etah,Multiple Sclerosis,60-80 Years,2,3,5
Tamil Nadu,Erode,Multiple Sclerosis,6-15 Years,1,0,1
Tamil Nadu,Erode,Multiple Sclerosis,15-35 Years,0,2,2
Tamil Nadu,Erode,Multiple Sclerosis,35-60 Years,0,2,2
Kerala,Ernakulam,Multiple Sclerosis,15-35 Years,0,1,1
Kerala,Ernakulam,Multiple Sclerosis,35-60 Years,1,3,4
Kerala,Ernakulam,Multiple Sclerosis,60-80 Years,0,1,1
Jharkhand,East Singhbum,Multiple Sclerosis,6-15 Years,1,0,1
Jharkhand,East Singhbum,Multiple Sclerosis,15-35 Years,11,10,21
Jharkhand,East Singhbum,Multiple Sclerosis,35-60 Years,13,6,19
Jharkhand,East Singhbum,Multiple Sclerosis,60-80 Years,3,1,4
Madhya Pradesh,East Nimar,Multiple Sclerosis,6-15 Years,2,2,4
Madhya Pradesh,East Nimar,Multiple Sclerosis,15-35 Years,8,1,9
Madhya Pradesh,East Nimar,Multiple Sclerosis,35-60 Years,2,0,2
Madhya Pradesh,East Nimar,Multiple Sclerosis,60-80 Years,1,0,1
Arunachal Pradesh,East Kameng,Multiple Sclerosis,15-35 Years,1,0,1
Delhi,East,Multiple Sclerosis,15-35 Years,2,1,3
Delhi,East,Multiple Sclerosis,35-60 Years,1,0,1
Chhattisgarh,Durg,Multiple Sclerosis,15-35 Years,2,5,7
Chhattisgarh,Durg,Multiple Sclerosis,35-60 Years,2,0,2
Rajasthan,Dungarpur,Multiple Sclerosis,6-15 Years,0,1,1
Jharkhand,Dumka,Multiple Sclerosis,6-15 Years,3,2,5
Jharkhand,Dumka,Multiple Sclerosis,15-35 Years,3,2,5
Jharkhand,Dumka,Multiple Sclerosis,35-60 Years,5,3,8
Jharkhand,Dumka,Multiple Sclerosis,60-80 Years,3,1,4
Gujarat,Dohad,Multiple Sclerosis,6-15 Years,1,0,1
Jammu And Kashmir,Doda,Multiple Sclerosis,6-15 Years,0,1,1
Jammu And Kashmir,Doda,Multiple Sclerosis,15-35 Years,3,1,4
Jammu And Kashmir,Doda,Multiple Sclerosis,35-60 Years,0,4,4
Jammu And Kashmir,Doda,Multiple Sclerosis,60-80 Years,1,1,2
Madhya Pradesh,Dindori,Multiple Sclerosis,6-15 Years,4,1,5
